"Class" "e11" "e21" "e12" "e22" "e13" "e23" "e14" "e24" "e15" "e25" "e16" "e26" "Theta11" "Theta12" "Theta13" "Theta14" "Theta15" "Theta16" "Theta21" "Theta22" "Theta23" "Theta24" "Theta25" "Theta26"
1 1.30031841888586 0.177113229584606 4.8326226678634 4.83488098846779 1.46193834804469 1.4791659767063 1.88031194153306 2.01195997320844 0.264677305493677 0.315624222284306 2.99034960820148 4.28304399511994 0.163012284319848 4.82894550892524 1.47204694454558 1.95501696667634 0.314983522985131 4.51360871898942 0.163012284319848 4.82894550892524 1.47204694454558 1.95501696667634 0.314983522985131 4.51360871898942
1 2.93936018515264 3.01019950915513 2.73801341879749 2.51175461025686 7.29746919323875 6.22674437748963 1.20979076363721 1.08468271524724 0.609487950114191 0.218702691637447 1.28768015736602 0.861337916032055 2.97627380001359 2.5454712077044 4.06077320571057 0.947174405446276 0.334615883184597 1.80129113025032 2.97627380001359 2.5454712077044 4.06077320571057 0.947174405446276 0.334615883184597 1.80129113025032
1 1.06821864226064 1.34834249071185 4.69689844966237 4.70517528557655 1.70207181163726 1.8399009839281 3.69808779311129 1.96886437343228 1.66207088570338 1.85068334979979 2.01405548203608 8.00141788887613 1.88925472670235 4.70399156212807 1.87272520386614 4.50900965253823 1.53199466411024 4.58093418157659 1.88925472670235 4.70399156212807 1.87272520386614 4.50900965253823 1.53199466411024 4.58093418157659
1 0.535024319542171 0.442986972765306 1.68640229910245 1.81587996767038 2.15932138220147 2.16762427057347 0.677093027763861 0.375184207416621 4.64550024481278 4.89754092349232 3.64056821833928 7.5775072797167 0.519245342584327 1.78325768443756 2.15736671118066 0.59450019383803 2.11548313149251 4.39080914366059 0.519245342584327 1.78325768443756 2.15736671118066 0.59450019383803 2.11548313149251 4.39080914366059
1 0.877648573948689 0.837042680580355 4.9965672356669 5.02753533095695 0.251747563942207 0.192623215457612 3.06237551849587 2.19424134793295 3.72151324496518 3.42138022233065 3.13335940467518 3.13298221993888 0.888522723689675 4.99461433151737 0.24422567919828 2.56453024456277 3.46948100137524 3.12973718857393 0.888522723689675 4.99461433151737 0.24422567919828 2.56453024456277 3.46948100137524 3.12973718857393
1 1.37846633326286 1.37422996190709 1.13674436376397 0.832702604986339 0.183923917569885 0.23861793513029 0.108286821890594 0.0976319256593346 6.89080336893822 5.25218591229215 3.30813601643937 3.39701965328939 1.36995076551102 1.07851589564234 0.248532207915559 0.135990544222295 3.8117121020332 3.39551215642132 1.36995076551102 1.07851589564234 0.248532207915559 0.135990544222295 3.8117121020332 3.39551215642132
1 2.31371391693271 2.50367590971346 2.5043736276449 1.81676521847564 -0.147130574591127 -0.48582086472823 1.63399953194428 -0.199379811922297 -0.116628358398036 0.772758412024733 1.51005949399065 1.61230938024848 2.10450364393182 2.19356007874012 0.677568180253729 0.473143664421514 0.000807860633358359 3.28087227069773 2.10450364393182 2.19356007874012 0.677568180253729 0.473143664421514 0.000807860633358359 3.28087227069773
1 2.91833312716352 2.94412773889086 0.299680815907837 0.232651012559483 2.79091236917051 2.5850181190963 1.10744818771262 7.4427288875295 1.07585400115306 1.05047394721196 0.574981684953057 0.484966710334029 2.95867681852542 0.244451730977744 3.18300053826533 4.48185403365642 1.07168682618067 0.524108133977279 2.95867681852542 0.244451730977744 3.18300053826533 4.48185403365642 1.07168682618067 0.524108133977279
1 3.4726015231586 4.3805787219845 3.9793515864606 4.19181898484779 4.44983666923426 4.3473818411084 2.42800710216479 2.62475138860069 0.838635697407147 0.818371529759212 1.2987078181354 0.859315239980032 4.00926568661816 4.03793835197575 4.30519190733321 2.50986929982901 0.820950107881799 0.867598043987527 4.00926568661816 4.03793835197575 4.30519190733321 2.50986929982901 0.820950107881799 0.867598043987527
1 -2.66682748208076 -4.36758675420443 4.36973260352584 4.50822250063056 -0.241687199622211 0.160222322162276 2.14934219574053 1.44200979863892 3.31937985032279 3.32157598060993 3.86156202296759 3.25506772525168 1.21309528592974 4.69900159048848 0.0671374413650483 1.7252921871841 3.32063176902011 2.8138506738469 1.21309528592974 4.69900159048848 0.0671374413650483 1.7252921871841 3.32063176902011 2.8138506738469
1 0.378584726830137 3.20912959819572 1.12262192279367 1.29133614853902 -0.262847004493916 1.70562472423519 1.65498018799346 1.70423550250979 3.99472089866281 4.00651153185533 4.79019290751044 4.99041967283978 2.16882038395852 1.18715289514512 1.41936760977842 1.65770809049718 3.97609101724811 4.80956710525788 2.16882038395852 1.18715289514512 1.41936760977842 1.65770809049718 3.97609101724811 4.80956710525788
1 -1.68839564912755 0.781033982820309 0.475405245509637 0.51693592801799 0.0841288496896549 0.120485111577451 0.809598360576714 1.51316870231137 4.7459278166696 4.69548339400414 -6.4403899020855 -15.7207403301531 2.23450663499534 0.492813416058198 0.0908065983094275 1.69915261794813 4.76199811324477 3.46679871669039 2.23450663499534 0.492813416058198 0.0908065983094275 1.69915261794813 4.76199811324477 3.46679871669039
1 0.105612762243697 4.45451327205041 2.90993432305695 2.89905083701929 2.47023332090303 3.44276535019594 0.69829660472076 0.711410452985392 3.07243746042221 3.14982141811157 1.92665185130673 1.90834022859757 1.71707714092918 2.90308261755854 0.21448458195664 0.723383064614609 3.15471317269839 1.92380508524366 1.71707714092918 2.90308261755854 0.21448458195664 0.723383064614609 3.15471317269839 1.92380508524366
1 0.818494509672249 0.808185144255983 2.65002909168594 2.65631271367378 1.73014836984452 1.74421396641449 4.17906037939824 4.01741428537201 1.50591924149572 1.6671819149858 -0.254922097480838 0.475525761477357 0.807143703568727 2.77510158135556 1.73375634592958 4.10311296349391 1.42401831340976 0.485825832001865 0.807143703568727 2.77510158135556 1.73375634592958 4.10311296349391 1.42401831340976 0.485825832001865
